dataset_id,site_name,site_property,value
ANBG_2019,site_at_-35.2725_degS_and_149.2997_degE,locality,"Wamboin Reserve; behind 159/161 Poppet Road, Wamboin c. 1 km SE of Poppet Road. Waypoint 56."
ANBG_2019,site_at_-35.2731_degS_and_149.1092_degE,latitude (deg),-35.2731
ANBG_2019,site_at_-35.2731_degS_and_149.1092_degE,longitude (deg),149.1092
ANBG_2019,site_at_-35.2731_degS_and_149.1092_degE,collector,"Schweickle, L."
ANBG_2019,site_at_-35.2731_degS_and_149.1092_degE,locality,"CULTIVATED Australian National Botanic Gardens, Canberra; section 189."
ANBG_2019,site_at_-35.2744_degS_and_149.0994_degE,latitude (deg),-35.2744
ANBG_2019,site_at_-35.2744_degS_and_149.0994_degE,longitude (deg),149.0994
ANBG_2019,site_at_-35.2744_degS_and_149.0994_degE,collector,"Higgisson, W."
ANBG_2019,site_at_-35.2744_degS_and_149.0994_degE,locality,"Canberra Nature Park; Black Mountain, three-quarters of the way up the north-eastern slope."
ANBG_2019,site_at_-35.2753_degS_and_149.0797_degE,latitude (deg),-35.2753
ANBG_2019,site_at_-35.2753_degS_and_149.0797_degE,longitude (deg),149.0797
ANBG_2019,site_at_-35.2753_degS_and_149.0797_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.2753_degS_and_149.0797_degE,locality,"Canberra Nature Park; Aranda Bushland; W of Snow Gum area close to William Hovell Drive. (Waypoint 029). 35 deg 16 30.6 S, 149 deg 4 47.0 E."
ANBG_2019,site_at_-35.2753_degS_and_149.0886_degE,latitude (deg),-35.2753
ANBG_2019,site_at_-35.2753_degS_and_149.0886_degE,longitude (deg),149.0886
ANBG_2019,site_at_-35.2753_degS_and_149.0886_degE,collector,"Higgisson, W."
ANBG_2019,site_at_-35.2753_degS_and_149.0886_degE,locality,"Canberra Nature Park; Black Mountain, base of western slope, 20 m from car park off Gungahlin Drive / Caswell Drive."
ANBG_2019,site_at_-35.2756_degS_and_147.0747_degE,latitude (deg),-35.2756
ANBG_2019,site_at_-35.2756_degS_and_147.0747_degE,longitude (deg),147.0747
ANBG_2019,site_at_-35.2756_degS_and_147.0747_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.2756_degS_and_147.0747_degE,locality,"The Rock Nature Reserve, Yerong Trail, 3 km from carpark, near summit."
ANBG_2019,site_at_-35.2756_degS_and_149.0992_degE,latitude (deg),-35.2756
ANBG_2019,site_at_-35.2756_degS_and_149.0992_degE,longitude (deg),149.0992
ANBG_2019,site_at_-35.2756_degS_and_149.0992_degE,collector,"Higgisson, W."
ANBG_2019,site_at_-35.2756_degS_and_149.0992_degE,locality,"Canberra Nature Park; Black Mountain, three-quarters of the way up the eastern slope."
ANBG_2019,site_at_-35.2758_degS_and_149.0883_degE,latitude (deg),-35.2758
ANBG_2019,site_at_-35.2758_degS_and_149.0883_degE,longitude (deg),149.0883
ANBG_2019,site_at_-35.2758_degS_and_149.0883_degE,collector,"Higgisson, W."
ANBG_2019,site_at_-35.2758_degS_and_149.0883_degE,locality,"Canberra Nature Park; Black Mountain, western base."
ANBG_2019,site_at_-35.2758_degS_and_149.0889_degE,latitude (deg),-35.2758
ANBG_2019,site_at_-35.2758_degS_and_149.0889_degE,longitude (deg),149.0889
ANBG_2019,site_at_-35.2758_degS_and_149.0889_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.2758_degS_and_149.0889_degE,locality,"Canberra Nature Park; Black Mountain Reserve; Woodland Fire Trail Track, 60.7 m W of style entrance off E side of Caswell Drive. (Waypoint 015.) 35 deg 16 33 S, 149 deg 5 20.1 E."
ANBG_2019,site_at_-35.2761_degS_and_149.6897_degE,latitude (deg),-35.2761
ANBG_2019,site_at_-35.2761_degS_and_149.6897_degE,longitude (deg),149.6897
ANBG_2019,site_at_-35.2761_degS_and_149.6897_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.2761_degS_and_149.6897_degE,locality,Kings Highway between Bungendore and Braidwood; roadside at Jamaleopa Road.
ANBG_2019,site_at_-35.2767_degS_and_149.0964_degE,latitude (deg),-35.2767
ANBG_2019,site_at_-35.2767_degS_and_149.0964_degE,longitude (deg),149.0964
ANBG_2019,site_at_-35.2767_degS_and_149.0964_degE,collector,"Higgisson, W."
ANBG_2019,site_at_-35.2767_degS_and_149.0964_degE,locality,"Canberra Nature Park; Black Mountain, three-quarters of the way up the southern slope."
ANBG_2019,site_at_-35.2775_degS_and_149.105_degE,latitude (deg),-35.2775
ANBG_2019,site_at_-35.2775_degS_and_149.105_degE,longitude (deg),149.105
ANBG_2019,site_at_-35.2775_degS_and_149.105_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-35.2775_degS_and_149.105_degE,locality,"CULTIVATED Australian National Botanic Gardens, Section 185."
ANBG_2019,site_at_-35.28_degS_and_149.0883_degE,latitude (deg),-35.28
ANBG_2019,site_at_-35.28_degS_and_149.0883_degE,longitude (deg),149.0883
ANBG_2019,site_at_-35.28_degS_and_149.0883_degE,collector,"Flowers, G.H."
ANBG_2019,site_at_-35.28_degS_and_149.0883_degE,locality,"Canberra Nature Park; Black Mountain, SW corner; cleared grassy areas near William Hovell Drive - Parkes Way junction with cycle path; 30 m N of access track that runs E-W."
ANBG_2019,site_at_-35.2806_degS_and_149.1_degE,latitude (deg),-35.2806
ANBG_2019,site_at_-35.2806_degS_and_149.1_degE,longitude (deg),149.1
ANBG_2019,site_at_-35.2806_degS_and_149.1_degE,collector,"Mallinson, D."
ANBG_2019,site_at_-35.2806_degS_and_149.1_degE,locality,"Black Mountain, upper W side of creek flowing SW from near summit."
ANBG_2019,site_at_-35.2811_degS_and_150.1894_degE,latitude (deg),-35.2811
ANBG_2019,site_at_-35.2811_degS_and_150.1894_degE,longitude (deg),150.1894
ANBG_2019,site_at_-35.2811_degS_and_150.1894_degE,collector,"McAuliffe, J."
ANBG_2019,site_at_-35.2811_degS_and_150.1894_degE,locality,"Budawang National Park, Monolith Valley, at base of valley along track in heathland."
ANBG_2019,site_at_-35.2833_degS_and_136.9333_degE,latitude (deg),-35.2833
ANBG_2019,site_at_-35.2833_degS_and_136.9333_degE,longitude (deg),136.9333
ANBG_2019,site_at_-35.2833_degS_and_136.9333_degE,collector,"Canning, E.M."
ANBG_2019,site_at_-35.2833_degS_and_136.9333_degE,locality,Innes National Park 1.4 km from Stenhouse Bay toward Inneston.
ANBG_2019,site_at_-35.2833_degS_and_140.1167_degE,latitude (deg),-35.2833
ANBG_2019,site_at_-35.2833_degS_and_140.1167_degE,longitude (deg),140.1167
ANBG_2019,site_at_-35.2833_degS_and_140.1167_degE,collector,"Umback, J."
ANBG_2019,site_at_-35.2833_degS_and_140.1167_degE,locality,Cultivated ANBG Section 100 ex CABG 618536
ANBG_2019,site_at_-35.2833_degS_and_146.05_degE,latitude (deg),-35.2833
ANBG_2019,site_at_-35.2833_degS_and_146.05_degE,longitude (deg),146.05
ANBG_2019,site_at_-35.2833_degS_and_146.05_degE,collector,"Mallinson, D."
ANBG_2019,site_at_-35.2833_degS_and_146.05_degE,locality,"20 km W of Urana along Jerilderie road, 50 m S of road."
ANBG_2019,site_at_-35.2833_degS_and_149.1167_degE,latitude (deg),-35.2833
ANBG_2019,site_at_-35.2833_degS_and_149.1167_degE,longitude (deg),149.1167
ANBG_2019,site_at_-35.2833_degS_and_149.1167_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.2833_degS_and_149.1167_degE,locality,"CULTIVATED Australian National Botanic Gardens, Canberra; Section 219."
ANBG_2019,site_at_-35.2833_degS_and_150.1333_degE,latitude (deg),-35.2833
ANBG_2019,site_at_-35.2833_degS_and_150.1333_degE,longitude (deg),150.1333
ANBG_2019,site_at_-35.2833_degS_and_150.1333_degE,collector,"Lyne, A.M."
ANBG_2019,site_at_-35.2833_degS_and_150.1333_degE,locality,"Morton National Park, c. 2.5 km ENE of Corang Peak at Yurnga Lookout."
ANBG_2019,site_at_-35.2833_degS_and_150.1911_degE,latitude (deg),-35.2833
ANBG_2019,site_at_-35.2833_degS_and_150.1911_degE,longitude (deg),150.1911
ANBG_2019,site_at_-35.2833_degS_and_150.1911_degE,collector,"Taylor, D.A."
ANBG_2019,site_at_-35.2833_degS_and_150.1911_degE,locality,NE end of Monolith Valley.
ANBG_2019,site_at_-35.2836_degS_and_148.8117_degE,latitude (deg),-35.2836
ANBG_2019,site_at_-35.2836_degS_and_148.8117_degE,longitude (deg),148.8117
ANBG_2019,site_at_-35.2836_degS_and_148.8117_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.2836_degS_and_148.8117_degE,locality,"Brindabella National Park, 1.8 km west of Mount Coree camp ground."
ANBG_2019,site_at_-35.2836_degS_and_150.1031_degE,latitude (deg),-35.2836
ANBG_2019,site_at_-35.2836_degS_and_150.1031_degE,longitude (deg),150.1031
ANBG_2019,site_at_-35.2836_degS_and_150.1031_degE,collector,"Marges, J.D."
ANBG_2019,site_at_-35.2836_degS_and_150.1031_degE,locality,Morton National Park; top of Corang Peak.
ANBG_2019,site_at_-35.2864_degS_and_150.1033_degE,latitude (deg),-35.2864
ANBG_2019,site_at_-35.2864_degS_and_150.1033_degE,longitude (deg),150.1033
ANBG_2019,site_at_-35.2864_degS_and_150.1033_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.2864_degS_and_150.1033_degE,locality,"Morton National Park Corang Peak, 6 km E of Wog Wog campsite."
ANBG_2019,site_at_-35.2867_degS_and_149.2111_degE,latitude (deg),-35.2867
ANBG_2019,site_at_-35.2867_degS_and_149.2111_degE,longitude (deg),149.2111
ANBG_2019,site_at_-35.2867_degS_and_149.2111_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.2867_degS_and_149.2111_degE,locality,MFFR - Department of Defence. Next to Fairbairn Airport. Path next to private land. EACT3.
ANBG_2019,site_at_-35.2889_degS_and_149.0839_degE,latitude (deg),-35.2889
ANBG_2019,site_at_-35.2889_degS_and_149.0839_degE,longitude (deg),149.0839
ANBG_2019,site_at_-35.2889_degS_and_149.0839_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.2889_degS_and_149.0839_degE,locality,Yarramundi Reach near the Aboriginal Art Gallery on Lady Denman Drive. Ca 150 m from Lake Burley Griffin.
ANBG_2019,site_at_-35.2889_degS_and_149.1164_degE,latitude (deg),-35.2889
ANBG_2019,site_at_-35.2889_degS_and_149.1164_degE,longitude (deg),149.1164
ANBG_2019,site_at_-35.2889_degS_and_149.1164_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-35.2889_degS_and_149.1164_degE,locality,"Australian National University, 100 m to the S of Staff Centre."
ANBG_2019,site_at_-35.2897_degS_and_150.1964_degE,latitude (deg),-35.2897
ANBG_2019,site_at_-35.2897_degS_and_150.1964_degE,longitude (deg),150.1964
ANBG_2019,site_at_-35.2897_degS_and_150.1964_degE,collector,"Taylor, D.A."
ANBG_2019,site_at_-35.2897_degS_and_150.1964_degE,locality,"Budawang National Park. On track leading up to The Castle, from the Long Gully Road campsite (Kalianna Ridge)."
ANBG_2019,site_at_-35.2914_degS_and_149.26_degE,latitude (deg),-35.2914
ANBG_2019,site_at_-35.2914_degS_and_149.26_degE,longitude (deg),149.26
ANBG_2019,site_at_-35.2914_degS_and_149.26_degE,collector,"Flowers, G.H."
ANBG_2019,site_at_-35.2914_degS_and_149.26_degE,locality,"Kowen Forest, up access road on E side of Sutton Road 4.8 km N from Fairbairn Avenue Pialligo Avenue, 200 m directly E of Sutton Road, above and N of creek gully."
ANBG_2019,site_at_-35.2922_degS_and_149.2581_degE,latitude (deg),-35.2922
ANBG_2019,site_at_-35.2922_degS_and_149.2581_degE,longitude (deg),149.2581
ANBG_2019,site_at_-35.2922_degS_and_149.2581_degE,collector,"Flowers, G.H."
ANBG_2019,site_at_-35.2922_degS_and_149.2581_degE,locality,"Kowen Forest, on E side of Sutton Road 4.8 km N from Fairbairn Avenue Pialligo Avenue, 90 m E of Sutton Road (over fence) on N side of creek gully."
ANBG_2019,site_at_-35.2958_degS_and_136.8839_degE,latitude (deg),-35.2958
ANBG_2019,site_at_-35.2958_degS_and_136.8839_degE,longitude (deg),136.8839
ANBG_2019,site_at_-35.2958_degS_and_136.8839_degE,collector,"Canning, E.M."
ANBG_2019,site_at_-35.2958_degS_and_136.8839_degE,locality,Innes National Park; Cape Spencer.
ANBG_2019,site_at_-35.2972_degS_and_148.8072_degE,latitude (deg),-35.2972
ANBG_2019,site_at_-35.2972_degS_and_148.8072_degE,longitude (deg),148.8072
ANBG_2019,site_at_-35.2972_degS_and_148.8072_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.2972_degS_and_148.8072_degE,locality,"Brindabella National Park, Mount Coree camp ground."
ANBG_2019,site_at_-35.3_degS_and_145.8_degE,latitude (deg),-35.3
ANBG_2019,site_at_-35.3_degS_and_145.8_degE,longitude (deg),145.8
ANBG_2019,site_at_-35.3_degS_and_145.8_degE,collector,"Lyne, A.M."
ANBG_2019,site_at_-35.3_degS_and_145.8_degE,locality,"c. 25 km direct NE of Jerilderie, 500 m along the road towards Urana from its intersection with the Newell Highway."
ANBG_2019,site_at_-35.3_degS_and_149.1_degE,latitude (deg),-35.3
ANBG_2019,site_at_-35.3_degS_and_149.1_degE,longitude (deg),149.1
ANBG_2019,site_at_-35.3_degS_and_149.1_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-35.3_degS_and_149.1_degE,locality,"Australian National Botanic Gardens, Section 167."
ANBG_2019,site_at_-35.3_degS_and_149.1167_degE,latitude (deg),-35.3
ANBG_2019,site_at_-35.3_degS_and_149.1167_degE,longitude (deg),149.1167
ANBG_2019,site_at_-35.3_degS_and_149.1167_degE,collector,"Canning, E.M."
ANBG_2019,site_at_-35.3_degS_and_149.1167_degE,locality,"Canberra, Lady Denman Drive, just N of and across the road from entrance to the riding school."
ANBG_2019,site_at_-35.3008_degS_and_149.1114_degE,latitude (deg),-35.3008
ANBG_2019,site_at_-35.3008_degS_and_149.1114_degE,longitude (deg),149.1114
ANBG_2019,site_at_-35.3008_degS_and_149.1114_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.3008_degS_and_149.1114_degE,locality,"Canberra Stirling Park, northern side."
ANBG_2019,site_at_-35.3025_degS_and_149.1131_degE,latitude (deg),-35.3025
ANBG_2019,site_at_-35.3025_degS_and_149.1131_degE,longitude (deg),149.1131
ANBG_2019,site_at_-35.3025_degS_and_149.1131_degE,collector,"Sharp, S."
ANBG_2019,site_at_-35.3025_degS_and_149.1131_degE,locality,"Attunga Point, Alexandrina Drive Yarralumla."
ANBG_2019,site_at_-35.3067_degS_and_149.1375_degE,latitude (deg),-35.3067
ANBG_2019,site_at_-35.3067_degS_and_149.1375_degE,longitude (deg),149.1375
ANBG_2019,site_at_-35.3067_degS_and_149.1375_degE,collector,"Sharp, S."
ANBG_2019,site_at_-35.3067_degS_and_149.1375_degE,locality,"St Marks grassland, Barton, ACT.  Between Blackall St/Bowen Drive and Kings Avenue."
ANBG_2019,site_at_-35.3083_degS_and_148.8333_degE,latitude (deg),-35.3083
ANBG_2019,site_at_-35.3083_degS_and_148.8333_degE,longitude (deg),148.8333
ANBG_2019,site_at_-35.3083_degS_and_148.8333_degE,collector,"Fagg, M."
ANBG_2019,site_at_-35.3083_degS_and_148.8333_degE,locality,Blue Range road.
ANBG_2019,site_at_-35.3167_degS_and_149.2833_degE,latitude (deg),-35.3167
ANBG_2019,site_at_-35.3167_degS_and_149.2833_degE,longitude (deg),149.2833
ANBG_2019,site_at_-35.3167_degS_and_149.2833_degE,collector,"Lyne, A.M."
ANBG_2019,site_at_-35.3167_degS_and_149.2833_degE,locality,c. 9 km direct SW of Bungendore at Kowen Stock Reserve.
ANBG_2019,site_at_-35.3167_degS_and_149.4_degE,latitude (deg),-35.3167
ANBG_2019,site_at_-35.3167_degS_and_149.4_degE,longitude (deg),149.4
ANBG_2019,site_at_-35.3167_degS_and_149.4_degE,collector,"Mallinson, D."
ANBG_2019,site_at_-35.3167_degS_and_149.4_degE,locality,2 km E of Doughboy Creek beside Kings Highway.
ANBG_2019,site_at_-35.3167_degS_and_149.9167_degE,latitude (deg),-35.3167
ANBG_2019,site_at_-35.3167_degS_and_149.9167_degE,longitude (deg),149.9167
ANBG_2019,site_at_-35.3167_degS_and_149.9167_degE,collector,"Cayzer, L.W."
ANBG_2019,site_at_-35.3167_degS_and_149.9167_degE,locality,"17.6 km towards Nerriga from Braidwood turnoff, roadside."
ANBG_2019,site_at_-35.3181_degS_and_149.01_degE,latitude (deg),-35.3181
ANBG_2019,site_at_-35.3181_degS_and_149.01_degE,longitude (deg),149.01
ANBG_2019,site_at_-35.3181_degS_and_149.01_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.3181_degS_and_149.01_degE,locality,200 m north-east of Mount Stromlo Observatory Visitors Centre.
ANBG_2019,site_at_-35.3197_degS_and_149.0075_degE,latitude (deg),-35.3197
ANBG_2019,site_at_-35.3197_degS_and_149.0075_degE,longitude (deg),149.0075
ANBG_2019,site_at_-35.3197_degS_and_149.0075_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.3197_degS_and_149.0075_degE,locality,Top of Mount Stromlo at observatory; 100 m NE of dome.
ANBG_2019,site_at_-35.3233_degS_and_149.0114_degE,latitude (deg),-35.3233
ANBG_2019,site_at_-35.3233_degS_and_149.0114_degE,longitude (deg),149.0114
ANBG_2019,site_at_-35.3233_degS_and_149.0114_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.3233_degS_and_149.0114_degE,locality,Near summit of Mount Stromlo.
ANBG_2019,site_at_-35.3239_degS_and_149.3622_degE,latitude (deg),-35.3239
ANBG_2019,site_at_-35.3239_degS_and_149.3622_degE,longitude (deg),149.3622
ANBG_2019,site_at_-35.3239_degS_and_149.3622_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.3239_degS_and_149.3622_degE,locality,"Kowen Travelling Stock Reserve. Kings Highway, Queanbeyan to Bungendore Road."
ANBG_2019,site_at_-35.3244_degS_and_149.3608_degE,latitude (deg),-35.3244
ANBG_2019,site_at_-35.3244_degS_and_149.3608_degE,longitude (deg),149.3608
ANBG_2019,site_at_-35.3244_degS_and_149.3608_degE,collector,"Hurle, P.D."
ANBG_2019,site_at_-35.3244_degS_and_149.3608_degE,locality,"The Pound Travelling Stock Reserve, Kowen Forest."
ANBG_2019,site_at_-35.325_degS_and_149.3622_degE,latitude (deg),-35.325
ANBG_2019,site_at_-35.325_degS_and_149.3622_degE,longitude (deg),149.3622
ANBG_2019,site_at_-35.325_degS_and_149.3622_degE,collector,"Schweickle, L."
ANBG_2019,site_at_-35.325_degS_and_149.3622_degE,locality,The Pound Kowen Forest Travelling Stock Reserve.
ANBG_2019,site_at_-35.3261_degS_and_149.0128_degE,latitude (deg),-35.3261
ANBG_2019,site_at_-35.3261_degS_and_149.0128_degE,longitude (deg),149.0128
ANBG_2019,site_at_-35.3261_degS_and_149.0128_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.3261_degS_and_149.0128_degE,locality,"Mount Stromlo Road, 2 km up from Cotter Road."
ANBG_2019,site_at_-35.3264_degS_and_149.3619_degE,latitude (deg),-35.3264
ANBG_2019,site_at_-35.3264_degS_and_149.3619_degE,longitude (deg),149.3619
ANBG_2019,site_at_-35.3264_degS_and_149.3619_degE,collector,"Schweickle, L."
ANBG_2019,site_at_-35.3264_degS_and_149.3619_degE,locality,The Pound Kowen Forest Travelling Stock Reserve. 35 19 35.2 S 149 21 43.3 E.
ANBG_2019,site_at_-35.3264_degS_and_149.3639_degE,latitude (deg),-35.3264
ANBG_2019,site_at_-35.3264_degS_and_149.3639_degE,longitude (deg),149.3639
ANBG_2019,site_at_-35.3264_degS_and_149.3639_degE,collector,"Marges, J.D."
ANBG_2019,site_at_-35.3264_degS_and_149.3639_degE,locality,"Pounds TSR Travelling Stock Reserve, on the Kings Highway between Bungendore and Queanbeyan."
ANBG_2019,site_at_-35.3269_degS_and_149.3617_degE,latitude (deg),-35.3269
ANBG_2019,site_at_-35.3269_degS_and_149.3617_degE,longitude (deg),149.3617
ANBG_2019,site_at_-35.3269_degS_and_149.3617_degE,collector,"Schweickle, L."
ANBG_2019,site_at_-35.3269_degS_and_149.3617_degE,locality,The Pound Kowen Forest Travelling Stock Reserve. 35 19 37 S 149 21 42 E.
ANBG_2019,site_at_-35.3269_degS_and_149.3622_degE,latitude (deg),-35.3269
ANBG_2019,site_at_-35.3269_degS_and_149.3622_degE,longitude (deg),149.3622
ANBG_2019,site_at_-35.3269_degS_and_149.3622_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.3269_degS_and_149.3622_degE,locality,Kowen Travelling Stock Reserve; 250 m E of dam and carpark off old Kings Highway.
ANBG_2019,site_at_-35.3272_degS_and_149.3608_degE,latitude (deg),-35.3272
ANBG_2019,site_at_-35.3272_degS_and_149.3608_degE,longitude (deg),149.3608
ANBG_2019,site_at_-35.3272_degS_and_149.3608_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.3272_degS_and_149.3608_degE,locality,Kowen Travelling Stock Reserve; 250 m E of car park and dam off old Kings Highway.
ANBG_2019,site_at_-35.3272_degS_and_149.3636_degE,latitude (deg),-35.3272
ANBG_2019,site_at_-35.3272_degS_and_149.3636_degE,longitude (deg),149.3636
ANBG_2019,site_at_-35.3272_degS_and_149.3636_degE,collector,"Hurle, P.D."
ANBG_2019,site_at_-35.3272_degS_and_149.3636_degE,locality,"The Pound Travelling Stock Reserve, Kowen Forest."
ANBG_2019,site_at_-35.3283_degS_and_149.0022_degE,latitude (deg),-35.3283
ANBG_2019,site_at_-35.3283_degS_and_149.0022_degE,longitude (deg),149.0022
ANBG_2019,site_at_-35.3283_degS_and_149.0022_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.3283_degS_and_149.0022_degE,locality,Mount Stromlo.
ANBG_2019,site_at_-35.3283_degS_and_149.0025_degE,latitude (deg),-35.3283
ANBG_2019,site_at_-35.3283_degS_and_149.0025_degE,longitude (deg),149.0025
ANBG_2019,site_at_-35.3283_degS_and_149.0025_degE,collector,"North, T.G."
ANBG_2019,site_at_-35.3283_degS_and_149.0025_degE,locality,"Mount Stromlo Observatory, c. 2 km up Mount Stromlo Road from junction with Cotter Road."
ANBG_2019,site_at_-35.3333_degS_and_148.6833_degE,latitude (deg),-35.3333
ANBG_2019,site_at_-35.3333_degS_and_148.6833_degE,longitude (deg),148.6833
ANBG_2019,site_at_-35.3333_degS_and_148.6833_degE,collector,"Butler, G."
ANBG_2019,site_at_-35.3333_degS_and_148.6833_degE,locality,"8.6 km from Goodradigbee River towards Tumut, on right side of road."
ANBG_2019,site_at_-35.3333_degS_and_149.2333_degE,latitude (deg),-35.3333
ANBG_2019,site_at_-35.3333_degS_and_149.2333_degE,longitude (deg),149.2333
ANBG_2019,site_at_-35.3333_degS_and_149.2333_degE,collector,"Mallinson, D."
ANBG_2019,site_at_-35.3333_degS_and_149.2333_degE,locality,"S bank of Molonglo Gorge, 1 km upstream from picnic area."
ANBG_2019,site_at_-35.3333_degS_and_149.25_degE,latitude (deg),-35.3333
ANBG_2019,site_at_-35.3333_degS_and_149.25_degE,longitude (deg),149.25
ANBG_2019,site_at_-35.3333_degS_and_149.25_degE,collector,Seedstore
ANBG_2019,site_at_-35.3333_degS_and_149.25_degE,locality,Molonglo Gorge.
ANBG_2019,site_at_-35.3406_degS_and_148.9097_degE,latitude (deg),-35.3406
ANBG_2019,site_at_-35.3406_degS_and_148.9097_degE,longitude (deg),148.9097
ANBG_2019,site_at_-35.3406_degS_and_148.9097_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.3406_degS_and_148.9097_degE,locality,"Vanitys Crossing Road, 1.5 km from turn-off from Pierces Creek - Paddys River Road."
ANBG_2019,site_at_-35.3417_degS_and_149.25_degE,latitude (deg),-35.3417
ANBG_2019,site_at_-35.3417_degS_and_149.25_degE,longitude (deg),149.25
ANBG_2019,site_at_-35.3417_degS_and_149.25_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-35.3417_degS_and_149.25_degE,locality,without locality
ANBG_2019,site_at_-35.3422_degS_and_148.9111_degE,latitude (deg),-35.3422
ANBG_2019,site_at_-35.3422_degS_and_148.9111_degE,longitude (deg),148.9111
ANBG_2019,site_at_-35.3422_degS_and_148.9111_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.3422_degS_and_148.9111_degE,locality,2 km along road adjacent to Pipeline Road - Pierces Creek - Sugar Loaf Hill - SE.
ANBG_2019,site_at_-35.345_degS_and_148.8925_degE,latitude (deg),-35.345
ANBG_2019,site_at_-35.345_degS_and_148.8925_degE,longitude (deg),148.8925
ANBG_2019,site_at_-35.345_degS_and_148.8925_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.345_degS_and_148.8925_degE,locality,"Vanitys Crossing Road, c. 4.3 km off Paddys River Road."
ANBG_2019,site_at_-35.3478_degS_and_148.3944_degE,latitude (deg),-35.3478
ANBG_2019,site_at_-35.3478_degS_and_148.3944_degE,longitude (deg),148.3944
ANBG_2019,site_at_-35.3478_degS_and_148.3944_degE,collector,"Henery, M.L."
ANBG_2019,site_at_-35.3478_degS_and_148.3944_degE,locality,"Goobarragandra, 6.7 km E along Goobarragandra Rd from intersection with Kells Lane. South bank of Goobarragandra River across suspension foot bridge from Travelling Stock Reserve."
ANBG_2019,site_at_-35.3494_degS_and_148.8203_degE,latitude (deg),-35.3494
ANBG_2019,site_at_-35.3494_degS_and_148.8203_degE,longitude (deg),148.8203
ANBG_2019,site_at_-35.3494_degS_and_148.8203_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.3494_degS_and_148.8203_degE,locality,"Powerline easement, Brindabella Road, 1 km west of Namadgi National Park sign."
ANBG_2019,site_at_-35.3494_degS_and_148.9244_degE,latitude (deg),-35.3494
ANBG_2019,site_at_-35.3494_degS_and_148.9244_degE,longitude (deg),148.9244
ANBG_2019,site_at_-35.3494_degS_and_148.9244_degE,collector,"Fethers, S."
ANBG_2019,site_at_-35.3494_degS_and_148.9244_degE,locality,Pierces Creek Forest; Laurel Camp Road c. 650 m SE of Paddys River Road along road.
ANBG_2019,site_at_-35.35_degS_and_145.5_degE,latitude (deg),-35.35
ANBG_2019,site_at_-35.35_degS_and_145.5_degE,longitude (deg),145.5
ANBG_2019,site_at_-35.35_degS_and_145.5_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-35.35_degS_and_145.5_degE,locality,22 km W of Jerilderie along road to Conargo.
ANBG_2019,site_at_-35.35_degS_and_145.6_degE,latitude (deg),-35.35
ANBG_2019,site_at_-35.35_degS_and_145.6_degE,longitude (deg),145.6
ANBG_2019,site_at_-35.35_degS_and_145.6_degE,collector,"Hadlow, R.B."
ANBG_2019,site_at_-35.35_degS_and_145.6_degE,locality,11 km W of Jerilderie at Wangamong Creek crossing on the Jerilderie-Deniliquin Road.
ANBG_2019,site_at_-35.35_degS_and_145.6667_degE,latitude (deg),-35.35
ANBG_2019,site_at_-35.35_degS_and_145.6667_degE,longitude (deg),145.6667
ANBG_2019,site_at_-35.35_degS_and_145.6667_degE,collector,"Donaldson, S."
ANBG_2019,site_at_-35.35_degS_and_145.6667_degE,locality,1 km S of Jerilderie along road to Finley.
ANBG_2019,site_at_-35.35_degS_and_148.9333_degE,latitude (deg),-35.35
ANBG_2019,site_at_-35.35_degS_and_148.9333_degE,longitude (deg),148.9333
ANBG_2019,site_at_-35.35_degS_and_148.9333_degE,collector,"Fielding, J.P."
ANBG_2019,site_at_-35.35_degS_and_148.9333_degE,locality,"Pierces Creek Pine Forest, 1.5 km SE of Sugar Loaf Hill."
ANBG_2019,site_at_-35.35_degS_and_148.9528_degE,latitude (deg),-35.35
ANBG_2019,site_at_-35.35_degS_and_148.9528_degE,longitude (deg),148.9528
